696,38
813,43
345,59 58
791,2 77
793,77
1226,8 7
33,57
286,15
327,72 75
191,24
594,8 7
1117,74
815,42
268,70
691,40 42
794,77
210,24
371,null
516,58
584,33 32
1281,8 32
571,56
1280,8 32
820,51
629,15
442,70
24,null
114,31
767,18
1259,24
706,69
173,63
491,75
300,null
520,59 60
279,17
382,63
1210,61 68
758,8
607,36 39
547,29
818,55
819,51 55
685,44
974,59
451,70 71
335,66 70
187,23
179,37 61
609,35 36
928,24
879,8
478,75
653,15
1276,33 32
467,49 73
881,8
389,31
1183,1
589,8 32
836,null
804,42
85,23
208,24
814,42 43
1216,60
178,61
98,73
513,57
1264,6 7
415,70
326,23 25
343,58
1234,73
1172,null
112,59
755,52
803,42 43
129,3 6
1060,28
844,10
324,25
824,15
1228,7
972,35 38
193,24
817,41
875,8 7
1034,32
334,70
843,10
183,null
455,69 71
681,28
449,70
134,71 73
220,29
307,15
118,24 28
823,51
331,72
123,22 7
568,56
113,31 59
599,3
1274,28
117,28
252,62
822,51
379,66
816,41 42
397,22 24
1232,75
684,44
961,8
889,8 7
209,24
353,24
925,8
1308,28 32
850,10
897,77
1268,53
271,71
853,11
1152,25
71,62
60,null
1036,32
4,63
141,61 67
956,8
460,51
581,35 33
533,29 30
84,23 26
22,74
622,8
499,57
30,65
509,56
627,15 19
162,6
385,59 58
968,61
838,null
772,15 16
7,67
680,28
1189,77
1057,32
424,72
1221,28
373,70
1294,32
429,49
1243,68
912,35 33
642,25
854,11
77,30
960,8
240,28
272,71
381,63 66
1253,31 60
883,7
975,59
1,62
101,71
951,27
952,27
953,24 8
931,10
488,49
945,11
756,52
958,8
959,8
404,4 5
156,24
203,23
987,51
963,8
964,24 8
965,59 58
687,69
1058,28 32
592,8
1293,32
140,67
904,33 32
973,59 58
201,25
480,49
441,70
714,38
347,31
1173,53 54
705,44 69
1297,8 32
981,51
982,51 55
649,19
984,51
261,44
716,35 38
303,15 17
988,51
989,76
979,35
990,null
991,null
992,null
993,9
116,28
995,null
996,null
998,12
999,null
553,31
308,15 16
242,28
810,45
245,56
282,17
526,12
1151,null
548,29
468,49
375,70
715,38
827,11 10
325,25
157,22 24
554,31
978,35 34
1031,32
567,56 64
1273,28
586,32
346,31 59
27,65 70
43,26
771,10
650,19
504,59
1288,24 8
430,49
21,74
410,44
70,62 65
342,58 61 63
211,24 7
949,27 28
57,13
9,68
391,28
423,43 45
1035,32
519,59
556,31
222,28
1270,28 32
1214,60 61
545,33
148,31 59
874,8
985,51
1242,68
139,67
133,73
313,16 5
278,45
267,70
487,49
1024,32
587,32
